episode,sarsa_mean,sarsa_std,random_mean,random_std,sarsa_success_rate,random_success_rate
27,-673.6,79.01797263914077,-1097.6,100.60934350247993,0.0,0.0
28,-657.6,87.07146490096511,-1272.0,79.47829892492668,0.0,0.0
29,-627.2,30.082553083141065,-1204.0,180.59457356188753,0.0,0.0
30,-660.8,67.57040772409177,-1281.6,126.27842254320412,0.0,0.0
31,-636.8,56.25086665999022,-1226.4,196.70241483011844,0.0,0.0
32,-670.4,28.464714999451513,-1162.4,117.91793756676718,0.0,0.0
33,-656.0,54.96180491941654,-1148.8,114.80487794514656,0.0,0.0
34,-608.8,38.731898998112655,-1146.4,82.19391704986445,0.0,0.0
35,-615.2,19.823218709382186,-1170.4,196.1974515634696,0.0,0.0
36,-632.8,12.998461447417537,-1160.8,159.78785936359495,0.0,0.0
37,-644.0,35.05424368033063,-1184.0,134.36666253204328,0.0,0.0
38,-621.6,16.511813952440235,-1100.8,135.41993944763084,0.0,0.0
39,-636.8,33.599999999999994,-1122.4,130.12240391262375,0.0,0.0
40,-641.6,43.2,-1208.0,186.19559608111038,0.0,0.0
41,-653.6,49.094195176212025,-1068.0,66.3566123306487,0.2,0.0
42,-657.6,28.8,-1286.4,171.59207440904723,0.0,0.0
43,-644.0,39.67870965643918,-1207.2,54.22324224905775,0.0,0.0
44,-636.0,31.69858040985432,-1103.2,82.57457235735465,0.0,0.0
45,-628.0,57.01929497985748,-1200.8,194.77001822662544,0.0,0.0
46,-619.2,39.305979188922386,-1243.2,138.50400716224783,0.0,0.0
47,-620.0,18.066543665017942,-1154.4,124.62038356545048,0.0,0.0
48,-616.0,10.430723848324238,-1184.8,100.79365059367579,0.0,0.0
49,-635.2,44.49898875255482,-1081.6,79.17979540261518,0.0,0.0
50,-651.2,35.272652296077766,-1103.2,94.29825024887789,0.0,0.0
51,-630.4,21.996363335788033,-1164.0,162.14561357002538,0.0,0.0
52,-611.2,22.824548188299367,-1044.8,151.54458089948318,0.0,0.0
53,-618.4,24.99279896290129,-1128.0,245.7315608545227,0.0,0.0
54,-623.2,30.50508154390019,-1027.2,79.61507394959825,0.0,0.0
55,-646.4,26.11972434770321,-1141.6,112.98424668952747,0.0,0.0
56,-631.2,31.12812233334995,-1068.0,129.3182121744652,0.0,0.0
57,-637.6,32.159601987586846,-1054.4,67.43767493026431,0.0,0.0
58,-594.4,6.974238309665077,-1009.6,105.02875796656838,0.0,0.0
59,-621.6,31.14867573429086,-1195.2,146.06080925422808,0.0,0.0
60,-624.0,28.284271247461902,-1180.0,89.69280907631335,0.0,0.0
61,-632.0,42.558195450465234,-1125.6,144.87732741875107,0.0,0.0
62,-619.2,28.102668912400475,-1160.8,107.28354953113734,0.0,0.0
63,-644.0,33.46640106136302,-1100.8,170.18390053116073,0.0,0.0
64,-626.4,17.99555500672319,-1156.0,81.07280678501269,0.0,0.0
65,-654.8,25.848791074245618,-1190.4,247.76246689117383,0.2,0.0
66,-641.6,30.630703550522636,-1141.6,153.85395672520093,0.0,0.0
67,-620.8,23.37862271392393,-1202.4,158.4444382110019,0.0,0.0
68,-626.4,38.24970588122215,-1189.6,129.20928759187552,0.0,0.0
69,-633.6,50.82361655765949,-1098.4,63.628924240474156,0.0,0.0
70,-635.2,22.68391500601252,-1189.6,128.16489378921204,0.0,0.0
71,-622.4,18.693314312876673,-1201.6,130.26987372374322,0.0,0.0
72,-621.6,38.83091551843711,-1129.6,224.26555687398812,0.0,0.0
73,-609.6,22.28542124349459,-1190.4,119.74907097760718,0.0,0.0
74,-637.6,14.880860190190619,-1303.2,67.04744588722228,0.0,0.0
75,-636.0,13.62350909274112,-1227.2,212.5562513783116,0.0,0.0
76,-628.0,18.24280680158621,-1180.0,125.75531797900238,0.0,0.0
77,-638.4,48.701540016718155,-1141.6,139.91082874459718,0.0,0.0
78,-622.4,20.015993605114886,-1147.2,162.72479835599734,0.2,0.0
79,-603.2,17.232527382830412,-1288.8,100.50751215705222,0.0,0.0
80,-625.6,23.946607275353223,-1256.8,77.37286346000127,0.0,0.0
81,-620.8,14.4,-1106.4,179.50331473262546,0.0,0.0
82,-614.4,14.444376068214229,-1168.8,232.515289819831,0.0,0.0
83,-593.0,27.2910241654651,-1150.4,107.82504347321174,0.2,0.0
84,-622.4,21.850400453996258,-1133.6,147.80744230247677,0.0,0.0
85,-620.0,23.186202793903103,-1110.4,123.89931396097397,0.0,0.0
86,-617.6,22.28542124349459,-1039.2,153.74576416929347,0.0,0.0
87,-625.6,31.45536520214,-1149.6,68.28645546519455,0.0,0.0
88,-632.8,24.967178454923573,-1148.0,146.27098140096004,0.0,0.0
89,-636.8,13.242356285797479,-1244.8,144.3196452323799,0.2,0.0
90,-631.2,21.967248348393568,-1216.0,92.91716741270152,0.0,0.0
91,-643.2,20.458738964071074,-1192.0,128.27470522281467,0.0,0.0
92,-616.8,20.92271492899523,-1157.6,75.75117160810122,0.0,0.0
93,-619.2,39.79145636942684,-1063.2,117.50472330932064,0.0,0.0
94,-631.2,28.554509276119592,-1119.2,130.11748537379594,0.0,0.0
95,-616.8,20.14348529922267,-1151.2,66.95192304930457,0.0,0.0
96,-636.0,34.035275817892234,-1143.2,74.119902860163,0.0,0.0
97,-633.6,33.8088745745847,-1284.8,152.49183584703806,0.0,0.0
98,-601.6,17.083325203250098,-1146.4,72.24846019120409,0.0,0.0
99,-625.6,14.664242223858686,-1281.6,170.05599077950768,0.0,0.0
100,-619.2,25.222212432695112,-1162.4,127.26287754093886,0.0,0.0
101,-627.2,21.673947494630504,-1206.4,199.2722760446119,0.0,0.0
102,-568.4,101.38560055550295,-1088.0,95.49869109050658,0.2,0.0
103,-629.6,33.42813186524189,-1183.2,156.22342974086826,0.0,0.0
104,-627.2,20.14348529922267,-1153.6,88.456995201058,0.0,0.0
105,-612.8,21.226398658274558,-1228.0,180.07998223011907,0.0,0.0
106,-616.8,31.128122333349953,-1142.4,79.38160996099789,0.0,0.0
107,-635.2,22.68391500601252,-1114.4,58.218897275712806,0.0,0.0
108,-623.2,10.244998779892557,-1239.2,123.3505573558547,0.0,0.0
109,-631.2,18.137254478007414,-1303.2,195.62249359416722,0.0,0.0
110,-621.6,31.859692402783807,-1226.4,190.47057515532418,0.0,0.0
111,-572.4,85.79417229625797,-1078.4,112.44483091721024,0.2,0.0
112,-609.6,28.464714999451513,-1218.4,139.8650778428983,0.0,0.0
113,-608.8,27.87400222429495,-1165.6,171.0316929694611,0.0,0.0
114,-616.0,41.95235392680606,-1138.4,97.08058508270334,0.0,0.0
115,-642.6,52.91351434180118,-1121.6,101.74792381174174,0.2,0.0
116,-617.6,23.26886331559838,-1107.2,118.96621369111485,0.0,0.0
117,-619.2,11.702991070662234,-1085.6,121.81559834438282,0.0,0.0
118,-617.6,35.01770980518287,-1095.2,169.52451150202438,0.0,0.0
119,-620.8,44.49898875255482,-1046.4,133.20900870436654,0.0,0.0
120,-614.4,16.316862443496913,-1121.6,72.51372283919783,0.0,0.0
121,-606.4,31.959974968701086,-1132.8,167.95046888889593,0.0,0.0
122,-636.8,23.65079279855117,-1164.8,54.57618528259372,0.0,0.0
123,-631.2,25.72469630530164,-1256.8,177.83407997344042,0.0,0.0
124,-630.4,28.688673723265772,-1223.2,261.4715280867116,0.0,0.0
125,-615.2,23.515101530718507,-1168.0,72.04443073548433,0.0,0.0
126,-637.6,17.636326148038883,-1183.2,140.38575426303055,0.0,0.0
127,-572.0,69.14332939626208,-1332.0,81.23053613020167,0.2,0.0
128,-652.8,22.542404485768593,-1196.0,166.58451308570073,0.0,0.0
129,-601.6,23.677837739117987,-1137.6,61.998709663992194,0.0,0.0
130,-608.8,9.6,-1157.6,153.645826497175,0.0,0.0
131,-605.8,35.41976849162061,-1134.4,184.51406450457918,0.2,0.0
132,-612.8,34.999428566763775,-1142.4,144.50134947466753,0.0,0.0
133,-611.2,14.837789592793124,-1114.4,176.10178874730377,0.0,0.0
134,-591.8,28.68030683238936,-1260.8,171.9050900933419,0.2,0.0
135,-638.4,14.44437606821423,-1098.4,148.54171131369128,0.0,0.0
136,-609.6,27.89695323866031,-1041.6,89.03392611808152,0.0,0.0
137,-617.6,25.374002443445928,-1115.2,53.570140936906256,0.2,0.0
138,-602.4,25.74956310308973,-1294.4,193.76852169534658,0.0,0.0
139,-622.4,28.910897599348242,-1113.6,125.28623228431763,0.0,0.0
140,-656.0,34.68717342188608,-1096.0,124.65632755700771,0.0,0.0
141,-632.0,34.77930419085465,-954.4,137.79056571478324,0.0,0.0
142,-629.6,22.28542124349459,-1139.2,98.61115555554554,0.0,0.0
143,-599.0,39.242833740697165,-1129.6,54.880233235655986,0.2,0.0
144,-624.0,16.0,-1250.4,122.05179228507872,0.0,0.0
145,-605.6,22.99217258111986,-1064.8,161.34236889298484,0.0,0.0
146,-603.2,39.204081420178696,-1132.8,66.32767145015721,0.4,0.0
147,-617.6,34.27885645700568,-1108.8,116.13509374861675,0.0,0.0
148,-617.6,33.71409200912876,-1165.6,193.5702456474135,0.0,0.0
149,-601.6,19.53048898517393,-1298.4,237.89207637077786,0.0,0.0
150,-612.8,21.967248348393568,-1078.4,46.0677761564415,0.0,0.0
151,-598.4,34.92620792470892,-1102.4,118.02643771630152,0.0,0.0
152,-584.4,21.77705214210592,-1040.8,54.63478745268439,0.2,0.0
153,-622.4,22.428553230201896,-1136.8,105.56969262056228,0.0,0.0
154,-631.2,44.498988752554816,-1127.2,155.79268275499976,0.0,0.0
155,-636.8,23.103246525109842,-1193.6,265.963606532924,0.0,0.0
156,-614.4,32.05994385522221,-1199.2,98.02530285594634,0.0,0.0
157,-631.2,41.67685208841954,-1280.0,120.42591083317576,0.0,0.0
158,-610.4,25.499803920814763,-1152.8,140.65902032930558,0.0,0.0
159,-605.6,10.3072789813801,-1301.6,131.07799205053456,0.0,0.0
160,-628.0,19.75854245636555,-1281.6,168.12566728492115,0.0,0.0
161,-635.6,16.414627622946554,-1125.6,120.30893566148775,0.2,0.0
162,-607.2,22.68391500601252,-1140.8,96.61138649248338,0.0,0.0
163,-613.6,23.812601705819546,-1156.8,140.4769020159542,0.0,0.0
164,-602.4,12.026637102698325,-1363.2,146.14841771295372,0.0,0.0
165,-615.2,7.756287771866127,-1096.8,130.5348995479753,0.0,0.0
166,-636.0,35.50774563387544,-1080.0,117.82020200288234,0.0,0.0
167,-593.2,42.05900616990373,-1077.6,78.03998974884608,0.2,0.0
168,-607.2,27.98856909525744,-1215.2,162.82309418506946,0.0,0.0
169,-627.2,43.18518264405049,-1309.6,187.011871280943,0.0,0.0
170,-619.2,26.93993318477238,-1187.2,101.04731564965,0.0,0.0
171,-600.8,29.21917178839948,-1160.8,113.68447563321915,0.0,0.0
172,-549.2,98.20468420599906,-1065.6,145.9117541529811,0.4,0.0
173,-545.8,80.86136283788446,-1202.4,165.4008464307242,0.4,0.0
174,-580.8,54.81021802547404,-1002.4,38.582897765719984,0.2,0.0
175,-592.8,15.051910177781421,-1057.6,103.30847012709074,0.0,0.0
176,-603.6,8.039900496896712,-1094.4,151.97052345767582,0.2,0.0
177,-598.8,11.142710621747295,-1248.8,161.0843257427612,0.2,0.0
178,-608.8,15.471263684650973,-1116.8,157.28496431636435,0.0,0.0
179,-592.8,25.97229292919668,-1284.0,187.3606148580859,0.0,0.0
180,-627.2,38.14918085621237,-1008.0,83.6373122475848,0.0,0.0
181,-613.6,9.32952303175248,-1183.2,240.51145502865344,0.0,0.0
182,-604.2,13.629380029920656,-1173.6,198.40322578022767,0.2,0.0
183,-615.2,25.72469630530164,-1152.8,211.6056710015117,0.0,0.0
184,-557.2,96.85948585450988,-1191.2,114.13395638459222,0.2,0.0
185,-609.6,18.693314312876673,-1130.4,127.53917045362965,0.0,0.0
186,-604.0,29.50254226333724,-1119.2,159.26631784529962,0.0,0.0
187,-595.2,18.65904606350496,-1230.4,147.22173752540758,0.0,0.0
188,-614.4,21.703455946000858,-1187.2,76.87496341462544,0.0,0.0
189,-523.4,119.17650775215726,-1162.4,125.5158954077132,0.4,0.0
190,-601.2,35.723381698825776,-1092.8,95.51209347511968,0.2,0.0
191,-605.6,22.141364004956873,-1176.8,89.63570717074752,0.0,0.0
192,-563.8,38.65953957304717,-1136.0,190.77945382037345,0.2,0.0
193,-623.2,22.256684389189687,-1122.4,110.43477713111935,0.0,0.0
194,-621.0,21.59629597870894,-1212.0,105.46658238513278,0.2,0.0
195,-605.6,21.850400453996258,-1112.0,127.79984350538149,0.0,0.0
196,-581.6,126.15165476520711,-1122.4,142.8084031141025,0.2,0.0
197,-609.4,66.16222487190105,-1122.4,189.8310828078479,0.2,0.0
198,-610.8,39.91190298645255,-1152.0,142.16610003794858,0.2,0.0
199,-568.0,76.1892380851784,-1313.6,170.43192189258443,0.2,0.0
200,-625.6,26.363611285254528,-1070.4,67.91052937505347,0.0,0.0
201,-627.2,16.4730082255792,-1115.2,152.74344503120258,0.0,0.0
202,-605.6,28.238980151556465,-1143.2,140.88633716581603,0.0,0.0
203,-559.2,41.614420577487316,-1147.2,91.29819275319748,0.6,0.0
204,-605.6,15.512575543732254,-1085.6,119.42796992329728,0.0,0.0
205,-585.2,58.4821340239906,-1276.0,100.17584539199058,0.2,0.0
206,-600.8,16.27759195950064,-1230.4,98.26006309788326,0.0,0.0
207,-607.2,35.272652296077766,-1154.4,48.701540016718155,0.0,0.0
208,-608.8,24.806450773941844,-1200.8,137.04072387432868,0.4,0.0
209,-601.6,23.81260170581955,-1232.0,104.39923371366287,0.0,0.0
210,-574.6,69.2462273340577,-1216.0,94.48809448814173,0.2,0.0
211,-612.0,19.75854245636555,-1140.8,145.68788556362537,0.0,0.0
212,-616.8,32.33821269025238,-1271.2,196.406109884596,0.0,0.0
213,-583.8,90.6253827578124,-1112.8,53.68947755380005,0.2,0.0
214,-585.0,24.511221919765646,-1064.0,78.75023809487817,0.2,0.0
215,-595.2,21.075103795711183,-1314.4,221.78331767741233,0.0,0.0
216,-554.6,91.22192718858771,-1000.8,102.74317495580911,0.2,0.0
217,-549.2,87.99409071068352,-1182.4,179.12855718728937,0.4,0.0
218,-573.8,36.090996107062495,-1152.0,104.52176806770922,0.2,0.0
219,-613.2,12.367699866992245,-1140.0,210.87247331029243,0.2,0.0
220,-601.6,28.35207223467096,-1089.6,131.32189459492275,0.0,0.0
221,-546.8,101.61574681121031,-1316.0,91.31922032080651,0.2,0.0
222,-561.4,72.90432085960337,-1160.8,65.40458699510303,0.2,0.0
223,-603.2,22.964320151051716,-1168.0,191.8499413604289,0.0,0.0
224,-624.8,27.758962516635954,-1076.0,70.74461110218927,0.0,0.0
225,-592.0,29.06544339933592,-1060.0,58.624227073796035,0.0,0.0
226,-612.4,26.24195114697076,-1150.4,94.74513180105878,0.2,0.0
227,-615.2,34.07286310247496,-1054.4,145.51645955011412,0.0,0.0
228,-568.0,28.057084666800293,-1196.0,125.34751692793918,0.2,0.0
229,-554.4,65.41437150963081,-1071.2,139.47100057001097,0.2,0.0
230,-630.4,7.418894796396563,-1262.4,98.29262434180909,0.0,0.0
231,-616.8,18.48675201326615,-1113.6,175.90179078110603,0.2,0.0
232,-603.2,23.37862271392393,-1199.2,148.42964663435671,0.0,0.0
233,-575.8,57.17481963242211,-1120.0,179.74203737579032,0.2,0.0
234,-600.4,34.418599622878325,-1251.2,152.65962138037682,0.2,0.0
235,-487.6,111.20179854660626,-1281.6,188.85084061237325,0.6,0.0
236,-579.0,10.658330075579382,-1225.6,151.1894176190913,0.4,0.0
237,-582.8,73.88206818978472,-1203.2,124.79487168950493,0.2,0.0
238,-600.8,16.277591959500644,-1106.4,100.89519314615538,0.0,0.0
239,-558.2,100.20858246677278,-1154.4,102.84279264975257,0.2,0.0
240,-592.4,63.452659518730975,-1105.6,78.85581779425029,0.2,0.0
241,-546.0,80.07996003995007,-1237.6,151.6121367173486,0.4,0.0
242,-590.4,15.717506163510802,-1241.6,120.46841909811883,0.0,0.0
243,-609.6,19.032603605392513,-1174.4,146.93889886616137,0.0,0.0
244,-595.6,36.31859028101174,-1148.0,87.8179936004006,0.2,0.0
245,-508.4,139.4454732144432,-1137.6,122.7837122748779,0.8,0.0
246,-626.4,14.221111067704943,-1170.4,77.7935729993166,0.0,0.0
247,-606.4,38.913236822448994,-1223.2,137.46039429595712,0.0,0.0
248,-581.6,25.624987804875147,-1213.6,164.29436995831597,0.0,0.0
249,-597.6,23.946607275353223,-1112.0,109.19340639434233,0.0,0.0
250,-567.2,69.11555541265656,-984.8,57.433091506552216,0.2,0.0
251,-599.6,32.55518391900129,-1232.8,128.5089880125122,0.2,0.0
252,-599.6,23.474241201793937,-1227.2,175.2237426834617,0.2,0.0
253,-554.2,102.52882521515596,-1132.0,59.275627369096654,0.6,0.0
254,-595.0,50.762190654068505,-1183.2,116.54767264943561,0.2,0.0
255,-597.6,19.365949499056327,-1160.8,138.36531357244127,0.0,0.0
256,-604.6,10.947145746723207,-1212.8,263.5681316092672,0.2,0.0
257,-603.6,30.78701024783017,-1088.0,84.1332276808634,0.6,0.0
258,-598.4,29.021371435547287,-1208.8,169.39232568212765,0.0,0.0
259,-568.8,95.61255147730344,-1140.8,104.68696193891577,0.2,0.0
260,-572.8,77.37286346000127,-1124.0,32.29860678109816,0.2,0.0
261,-604.4,35.15451606835173,-1238.4,112.58703300114094,0.2,0.0
262,-594.6,39.35276356242342,-1233.6,160.2118597357886,0.2,0.0
263,-584.8,32.33821269025238,-1248.8,237.79520600718593,0.2,0.0
264,-589.8,12.33531515608742,-1180.8,112.60976867039555,0.2,0.0
265,-562.6,75.86197993725183,-1070.4,92.48913449697753,0.2,0.0
266,-578.2,59.687184554140266,-1264.8,114.02175231068851,0.4,0.0
267,-608.0,20.23857702507763,-1094.4,210.33459059317846,0.0,0.0
268,-517.2,98.31663134993997,-1249.6,129.06060591830493,0.4,0.0
269,-598.4,58.43834357679896,-1153.6,100.8,0.2,0.0
270,-505.8,111.68240685085543,-1110.4,81.29354217894556,0.4,0.0
271,-599.2,14.620533505997653,-1048.8,73.25134811046142,0.0,0.0
272,-591.2,20.76920797719547,-1115.2,54.4,0.2,0.0
273,-584.4,53.99851849819586,-1310.4,205.19025317982332,0.2,0.0
274,-553.4,29.608106997915286,-1345.6,92.59287229587383,0.4,0.0
275,-574.0,42.96975680638651,-1051.2,206.66339782361072,0.2,0.0
276,-614.4,10.3072789813801,-1131.2,122.15138149034583,0.0,0.0
277,-611.6,10.910545357588685,-1160.0,106.22240818207804,0.2,0.0
278,-579.8,37.2687536684553,-1081.6,131.10240272397758,0.2,0.0
279,-531.8,99.55983125739014,-1161.6,215.50461711991233,0.4,0.0
280,-587.2,22.964320151051716,-1145.6,121.92062991963256,0.0,0.0
281,-538.2,57.265696538154494,-1141.6,78.2447442324403,0.4,0.0
282,-560.4,56.810562398201974,-1107.2,73.25134811046142,0.4,0.0
283,-611.2,17.780888616714293,-1046.4,174.01793011066417,0.0,0.0
284,-530.0,86.42221936516096,-1084.0,90.47430574478038,0.4,0.0
285,-559.0,96.61055842919033,-1244.0,63.84982380555173,0.2,0.0
286,-571.8,22.25668438918969,-1194.4,173.29927870594267,0.4,0.0
287,-592.0,25.298221281347036,-1126.4,78.080983600362,0.0,0.0
288,-565.4,80.81485012050693,-1245.6,183.12138051030522,0.2,0.0
289,-589.4,66.87181768129231,-1184.0,148.61493868383488,0.2,0.0
290,-559.6,92.93782868132867,-1116.8,121.62631294255368,0.2,0.0
291,-477.6,129.13032176835927,-1148.0,112.2568483434307,0.6,0.0
292,-602.4,38.333275362275,-1193.6,191.05768762339818,0.2,0.0
293,-572.0,14.085453489327207,-1002.4,44.585199337896874,0.0,0.0
294,-598.4,23.130931671681537,-1204.0,137.730170986607,0.0,0.0
295,-541.4,81.71070921244045,-1195.2,75.3615286469164,0.4,0.0
296,-575.6,47.46619849956387,-1147.2,68.6975982112912,0.4,0.0
297,-583.0,53.6730845023835,-1188.8,163.3136858931302,0.2,0.0
298,-555.2,47.016592815728366,-1180.0,128.2497563350512,0.4,0.0
299,-551.6,79.13684350541156,-1197.6,65.31646040624064,0.4,0.0
300,-561.4,51.87523493922702,-1159.2,126.47592656312109,0.4,0.0
301,-596.8,25.348767228407777,-1097.6,166.19217791460585,0.0,0.0
302,-614.4,19.365949499056327,-1128.0,68.39883039935697,0.0,0.0
303,-558.6,66.71611499480467,-1162.4,163.2980097857901,0.4,0.0
304,-584.2,55.29701619436622,-1246.4,156.39130410607874,0.2,0.0
305,-593.6,4.8,-1213.6,170.11243340802577,0.0,0.0
306,-597.2,33.97881693055248,-1288.0,248.34814273515315,0.2,0.0
307,-600.2,55.16665659617229,-1200.8,54.69332683243907,0.2,0.0
308,-557.8,95.93414407811225,-1168.8,97.172835710398,0.4,0.0
309,-555.0,70.75026501717149,-1088.0,254.55844122715712,0.2,0.0
310,-490.4,128.5902018040255,-1047.2,196.63407639572546,0.4,0.0
311,-596.8,21.075103795711183,-1238.4,194.60894121288467,0.0,0.0
312,-599.2,24.05327420539665,-1076.0,148.05404418657398,0.2,0.0
313,-551.4,109.30983487317141,-1138.4,175.50111110759386,0.2,0.0
314,-610.4,32.751183184733954,-1080.8,68.51102101122126,0.0,0.0
315,-536.8,80.9627074646099,-1289.6,133.76038277457192,0.4,0.0
316,-554.0,78.93034904268447,-1213.6,140.18502059777998,0.4,0.0
317,-570.0,22.126906697502932,-1067.2,108.8235268680445,0.2,0.0
318,-528.8,95.83193622170012,-1116.8,121.70521763671432,0.4,0.0
319,-529.0,81.11719916269298,-1184.0,114.54256850621083,0.4,0.0
320,-576.6,56.92661943238857,-1309.6,136.48384519788414,0.4,0.0
321,-566.2,21.8577217477028,-1262.4,198.70943611212832,0.4,0.0
322,-590.2,56.3148293080961,-1181.6,164.9746647215869,0.2,0.0
323,-465.4,120.05931867206311,-1255.2,146.97809360581596,0.6,0.0
324,-571.8,32.69495373907111,-1077.6,76.5495917689964,0.2,0.0
325,-430.8,89.04246178088295,-1220.8,162.0942935454546,0.8,0.0
326,-576.0,68.7255411037265,-1083.2,149.9525258206743,0.2,0.0
327,-546.6,59.2,-1195.2,114.19001707680054,0.6,0.0
328,-591.8,25.332982453710418,-1253.6,143.23351563094442,0.2,0.0
329,-528.6,63.99874998779273,-1268.0,221.08098063831724,0.8,0.0
330,-602.2,30.386839256493918,-1136.0,223.18422883349083,0.2,0.0
331,-570.0,41.02682049586587,-1167.2,177.38365200885903,0.2,0.0
332,-529.4,83.12304133030744,-1120.8,172.4626336340716,0.6,0.0
333,-535.8,113.13072084982046,-1282.4,124.92813934418457,0.4,0.0
334,-482.0,118.14397995666135,-1187.2,146.43278321468864,0.6,0.0
335,-591.4,26.378779350076076,-1104.8,118.23772663579082,0.2,0.0
336,-556.8,79.89593231197694,-1272.8,163.07838606020113,0.4,0.0
337,-581.6,54.07254386470087,-1044.0,38.94611662284187,0.4,0.0
338,-549.4,98.00326525172515,-1109.6,187.54156872544286,0.2,0.0
339,-544.4,73.01944946382436,-1033.6,152.72668398154923,0.2,0.0
340,-553.6,35.72450139610069,-1205.6,156.08407990567136,0.4,0.0
341,-516.2,107.52190474503324,-1143.2,30.50508154390019,0.4,0.0
342,-520.2,85.18779255268915,-1239.2,181.11477024251775,0.4,0.0
343,-467.0,126.83847996566341,-1188.8,178.37309214116348,0.8,0.0
344,-486.6,138.07476235720995,-1136.0,88.97640136575541,0.4,0.0
345,-561.8,41.71522503834781,-1089.6,73.1726724945864,0.6,0.0
346,-582.4,9.666436778875656,-1181.6,153.08246143827188,0.0,0.0
347,-497.8,114.23904761507775,-1101.6,51.88294517469108,0.6,0.0
348,-547.0,76.50882302061639,-1164.0,182.02417421870098,0.2,0.0
349,-529.2,50.11347124277064,-1128.8,114.60959820189582,0.4,0.0
350,-510.2,107.81168767809916,-1193.6,195.90364978733808,0.6,0.0
351,-574.8,29.16436181369309,-1126.4,117.073652031531,0.4,0.0
352,-554.2,79.5547610140336,-1246.4,175.50111110759383,0.4,0.0
353,-557.4,55.279652676188185,-1140.8,137.22740251130602,0.4,0.0
354,-513.2,104.6544791205804,-1041.6,116.49824033005821,0.4,0.0
355,-581.6,22.141364004956873,-1176.8,170.0334084819804,0.0,0.0
356,-539.2,70.58158400036089,-1170.4,132.82409419981,0.4,0.0
357,-596.0,23.731835158706122,-1112.0,176.23620513390546,0.0,0.0
358,-545.6,60.08194404311499,-1128.8,84.90559463309825,0.6,0.0
359,-472.2,95.59581580801536,-1240.8,110.5158812117064,0.6,0.0
360,-488.8,114.43495969326857,-1142.4,157.2686872838964,0.6,0.0
361,-592.8,19.332873557751313,-1168.8,222.6875838478652,0.0,0.0
362,-589.6,30.315672514394265,-1106.4,102.78054290574651,0.0,0.0
363,-478.6,117.32962115339842,-1120.8,49.27636350219038,0.6,0.0
364,-520.6,117.66664778092388,-1185.6,155.38545620488424,0.4,0.0
365,-495.2,90.73345579222695,-1084.0,86.38518391483576,0.6,0.0
366,-589.0,27.349588662354687,-1204.8,96.31282365292796,0.2,0.0
367,-473.8,112.04356295655721,-1052.8,69.43889400040874,0.4,0.0
368,-413.2,111.17085949114542,-1259.2,233.8601291370549,0.8,0.0
369,-581.8,26.339324213046925,-1185.6,151.63324173808329,0.4,0.0
370,-541.0,58.24774673753484,-1217.6,155.0968729536479,0.2,0.0
371,-543.0,81.67251679726785,-1240.0,230.24161222507107,0.4,0.0
372,-590.0,34.70446657132191,-1175.2,169.56225995191267,0.4,0.0
373,-513.8,92.4346255469237,-1184.0,121.45781160551181,0.6,0.0
374,-453.6,108.52207148778537,-1132.0,61.083549340227435,0.6,0.0
375,-592.8,6.881860213634101,-1148.0,182.86607121059936,0.0,0.0
376,-507.2,126.49490108300809,-1152.8,65.15949662175116,0.4,0.0
