episode,sarsa_return_mean,sarsa_return_std,random_return_mean,random_return_std,sarsa_steps_mean,sarsa_steps_std,random_steps_mean,random_steps_std,sarsa_success_rate,random_success_rate
46,-245.8,89.6892412722953,-1202.4,35.561777233428586,189.6,57.27687142294,500.0,0.0,1.0,0.0
47,-247.4,60.47677240064982,-1206.4,129.99938461392807,200.8,39.620196869778425,500.0,0.0,1.0,0.0
48,-300.4,110.02290670583103,-1172.0,100.30353931940786,224.2,80.68556252515069,500.0,0.0,1.0,0.0
49,-223.8,70.72029411703545,-1179.2,33.6,191.6,55.550337532727916,500.0,0.0,1.0,0.0
50,-248.4,122.18772442434633,-1132.8,82.6520417170683,189.8,74.6442228173085,500.0,0.0,1.0,0.0
51,-271.0,87.90676879512749,-1084.6,133.95461918127347,224.4,69.58333133732532,474.0,52.0,1.0,0.2
52,-232.0,45.43566880766696,-1161.2,49.632247581587514,184.6,37.19462326734874,495.4,9.2,1.0,0.2
53,-207.0,107.5527777419068,-1256.0,122.74200584966827,160.4,69.00608668805963,500.0,0.0,1.0,0.0
54,-203.6,54.279277813913474,-1255.2,127.23270019928053,161.0,49.299087212645226,500.0,0.0,1.0,0.0
55,-312.2,128.36416945549877,-990.2,254.17820520257044,228.8,84.4402747508557,444.4,111.19999999999999,1.0,0.2
56,-263.4,108.75035632125532,-1202.4,115.06102728552356,204.0,83.15046602394962,500.0,0.0,1.0,0.0
57,-288.0,169.59127336039435,-1177.6,62.615014173918375,208.6,99.9371802684066,500.0,0.0,1.0,0.0
58,-179.0,60.89663373290843,-1182.8,292.7486293733926,134.0,38.734997095649824,461.0,78.0,1.0,0.2
59,-252.2,45.775102402943894,-1104.0,26.412118430750684,192.8,29.382988275531133,500.0,0.0,1.0,0.0
60,-202.6,77.47670617676,-1037.0,209.2175900826697,159.2,60.77960184140729,451.2,97.6,1.0,0.2
61,-258.4,38.836065712170175,-1252.8,110.94935781697882,204.6,24.220652344641753,500.0,0.0,1.0,0.0
62,-185.8,35.89651793698102,-1092.4,52.465607782622705,147.2,30.287951399855356,479.4,41.199999999999996,1.0,0.2
63,-250.2,67.69756273308515,-1107.2,56.873192278963906,205.2,46.99531891582395,500.0,0.0,1.0,0.0
64,-142.6,43.784015348069666,-923.4,265.5045009034686,110.4,34.82872377793938,409.4,122.34966285200788,1.0,0.4
65,-214.6,62.3878193239674,-1170.4,60.32445606882833,177.6,56.23735413406289,500.0,0.0,1.0,0.0
66,-220.6,58.119187881456156,-1145.6,58.163906333739305,161.2,24.07820591323199,500.0,0.0,1.0,0.0
67,-229.6,89.06087805540656,-1120.8,137.76269451487946,171.0,55.670458952661775,500.0,0.0,1.0,0.0
68,-238.0,65.29318494299386,-1039.4,250.51914098527482,182.6,34.8,446.4,107.19999999999999,1.0,0.2
69,-141.4,60.82959805883975,-1188.0,178.20437705062128,114.0,41.995237825258236,500.0,0.0,1.0,0.0
70,-230.0,119.86826102017164,-1193.6,140.6180642734069,173.0,84.02142583888946,500.0,0.0,1.0,0.0
71,-205.0,28.014282071829005,-1081.6,73.0413581472853,164.8,26.0491842482639,500.0,0.0,1.0,0.0
72,-207.4,45.74975409769981,-1228.8,111.38114741732552,172.0,38.486361220567474,500.0,0.0,1.0,0.0
73,-209.8,61.04555675886657,-1199.2,72.23960132780357,169.6,40.711669088849696,500.0,0.0,1.0,0.0
74,-192.0,36.894444026167406,-1160.0,37.094473981982816,157.4,29.85699248082432,500.0,0.0,1.0,0.0
75,-142.2,80.2879816660003,-1116.8,50.24101909794426,121.2,54.50651337225671,500.0,0.0,1.0,0.0
76,-181.4,70.98337833605837,-1163.2,121.28379941278224,147.6,51.7091868046675,500.0,0.0,1.0,0.0
77,-167.6,47.000425529988554,-1175.2,114.10591570992277,139.4,39.48974550437113,500.0,0.0,1.0,0.0
78,-170.0,78.97341324775067,-1228.8,149.13939787997,138.6,56.88444427081977,487.0,26.0,1.0,0.2
79,-279.2,75.41193539486969,-1200.8,66.0375650671646,198.2,50.66517541665083,500.0,0.0,1.0,0.0
80,-266.0,63.03967004989794,-1152.8,92.58596005874757,191.4,34.41278832062291,500.0,0.0,1.0,0.0
81,-135.8,39.17856556843296,-1139.2,48.35866003106372,114.8,28.547504269200136,500.0,0.0,1.0,0.0
82,-158.2,60.57524246752959,-1163.2,81.08859352584678,127.6,37.526523953065514,500.0,0.0,1.0,0.0
83,-141.0,39.30903204099536,-1189.6,116.63550059908862,120.0,25.915246477701114,500.0,0.0,1.0,0.0
84,-188.4,49.14305647800104,-1036.2,124.7467835256685,157.0,37.67227096950754,473.6,52.8,1.0,0.2
85,-140.6,35.42654372077524,-1191.2,60.78947277284119,116.4,29.350298124550626,500.0,0.0,1.0,0.0
86,-181.6,68.19266822760348,-1218.4,51.137461806390036,142.2,51.56122574183046,500.0,0.0,1.0,0.0
87,-181.6,35.82513084414347,-1144.0,62.63545321940283,143.8,26.026140705068048,500.0,0.0,1.0,0.0
88,-149.4,46.99191419808306,-1116.0,19.266551326067674,130.0,34.63524216748022,500.0,0.0,1.0,0.0
89,-228.2,72.49662061089468,-1205.6,97.77034315169401,170.4,44.786605140376516,500.0,0.0,1.0,0.0
90,-200.8,109.00715572841996,-1181.6,115.5605469007481,151.8,66.62852242095724,500.0,0.0,1.0,0.0
91,-117.8,30.81168609472711,-1017.0,208.5281755542881,101.6,19.022092419079453,456.8,86.39999999999999,1.0,0.2
92,-208.2,79.93347233793864,-1192.0,82.48151308020482,156.8,58.423967684504284,500.0,0.0,1.0,0.0
93,-120.6,43.64218143035474,-1157.6,83.54543673953712,101.2,37.34380805434818,500.0,0.0,1.0,0.0
94,-154.0,72.60853944268538,-1079.8,143.83935483726282,132.2,51.8551829617831,473.0,35.754719968138474,1.0,0.4
95,-153.0,57.720013860012195,-1168.8,55.04325571766263,122.4,38.670919306372845,500.0,0.0,1.0,0.0
96,-180.2,48.78278384840291,-1201.6,72.77801865948261,136.8,35.717782685939504,500.0,0.0,1.0,0.0
97,-107.2,30.009331881932994,-1192.0,123.46983437261103,95.0,22.60088493842664,500.0,0.0,1.0,0.0
98,-202.2,65.15949662175116,-1150.4,75.19999999999999,163.6,42.4904695196464,500.0,0.0,1.0,0.0
99,-182.6,54.9093798908711,-1187.2,129.77272440694153,134.4,29.943947635540642,500.0,0.0,1.0,0.0
100,-143.2,34.21344764854896,-1278.4,111.32942108894666,118.2,28.722116913625985,500.0,0.0,1.0,0.0
101,-170.4,66.9196533164959,-1165.6,78.1219559406957,140.6,41.08332995267059,500.0,0.0,1.0,0.0
102,-151.8,71.26120964451839,-1233.6,48.8982617277956,127.6,54.150161587939884,500.0,0.0,1.0,0.0
103,-123.0,28.333725487482226,-1170.4,100.86347207983671,103.6,25.741794809220277,500.0,0.0,1.0,0.0
104,-150.0,34.22864297631444,-1200.8,50.049575422774566,123.4,28.075612192791095,500.0,0.0,1.0,0.0
105,-127.4,17.805617091243988,-1200.8,77.7030243941637,106.4,15.80632784678339,500.0,0.0,1.0,0.0
106,-157.4,10.32666451474047,-1185.6,98.68252124869936,128.4,11.359577456930342,500.0,0.0,1.0,0.0
107,-120.0,52.46332052015008,-1154.0,22.271057451320086,106.2,32.145917314645104,497.8,4.4,1.0,0.2
108,-141.8,50.59802367681963,-1168.0,141.46660383284814,116.0,39.809546593750596,500.0,0.0,1.0,0.0
109,-124.0,37.41122826104484,-1105.6,30.734996339677675,103.8,26.301330764811123,500.0,0.0,1.0,0.0
110,-134.0,71.93886293235389,-1225.6,103.02931621630808,99.4,40.53442980973088,500.0,0.0,1.0,0.0
111,-152.2,41.67205298518421,-1132.0,68.25833282464494,124.8,25.654629211898584,500.0,0.0,1.0,0.0
112,-116.0,30.705048444840468,-1111.2,48.950587330490734,94.2,20.894018282752604,500.0,0.0,1.0,0.0
113,-149.4,53.03809951346296,-1152.0,141.44398184440368,126.8,37.55209714516621,500.0,0.0,1.0,0.0
114,-143.4,52.52656470777429,-1148.0,75.81028953908566,120.8,38.69056732589999,500.0,0.0,1.0,0.0
115,-156.6,67.93114160677708,-1019.2,189.73918941536564,124.4,49.64111199399144,447.6,86.6270165710444,1.0,0.4
116,-107.8,27.461973709112755,-1173.2,141.4756516153928,91.6,15.80632784678339,495.4,9.2,1.0,0.2
117,-217.0,59.25200418551258,-1220.8,105.93280889318473,165.6,35.52238730716166,500.0,0.0,1.0,0.0
118,-145.2,34.36509857398928,-1114.4,87.43820675196855,121.8,23.051247254758255,500.0,0.0,1.0,0.0
119,-200.8,68.13926914782694,-1124.0,23.5966099260042,142.2,31.694794525284433,500.0,0.0,1.0,0.0
120,-101.0,10.039920318408907,-1116.0,139.82846634358827,94.4,8.522910301065007,500.0,0.0,1.0,0.0
121,-124.0,35.9110010999415,-1145.6,44.36935879635855,108.6,27.02295320648726,500.0,0.0,1.0,0.0
122,-116.0,23.562682360037027,-1172.8,106.95494378475452,99.0,22.090722034374522,500.0,0.0,1.0,0.0
123,-104.0,25.868900247208035,-1148.0,106.46313916093213,91.8,13.847743498491008,500.0,0.0,1.0,0.0
124,-87.8,29.889128458354218,-1122.4,60.16510616628212,81.2,30.208608044727914,500.0,0.0,1.0,0.0
125,-133.8,6.99714227381436,-1079.0,88.06815542521599,122.4,6.118823416311342,488.4,23.2,1.0,0.2
126,-112.4,30.968370961353457,-1147.2,48.35866003106372,95.4,14.934523762075575,500.0,0.0,1.0,0.0
127,-127.0,55.59496380068972,-1276.0,140.4677899021694,110.8,46.67076172508866,500.0,0.0,1.0,0.0
128,-162.0,71.62401831787993,-1148.8,28.44222213540988,129.0,49.61048276322253,500.0,0.0,1.0,0.0
129,-112.4,35.160204777560665,-1165.6,79.42191133434147,90.6,23.414525406251563,495.0,10.0,1.0,0.2
130,-104.0,24.657656011875904,-1180.8,96.34604299087742,90.2,13.362634470792052,500.0,0.0,1.0,0.0
131,-131.0,29.34620929523948,-1226.4,140.25348480519122,108.4,28.639832401744254,500.0,0.0,1.0,0.0
132,-93.6,21.82292372712694,-1144.6,123.87671290440346,81.4,20.460694025374604,481.2,37.6,1.0,0.2
133,-168.0,70.5379330573274,-1124.8,107.19402968449316,133.4,45.88943233468899,500.0,0.0,1.0,0.0
134,-124.4,46.24975675611711,-1168.0,72.6636084983398,101.0,29.624314338056838,500.0,0.0,1.0,0.0
135,-123.6,36.98972830394946,-1155.0,159.29595098432353,106.6,22.878811157925142,482.8,34.4,1.0,0.2
136,-102.0,42.25162718760072,-1276.8,125.17891196203936,88.2,32.480147782915026,500.0,0.0,1.0,0.0
137,-88.8,14.579437574886077,-1167.2,17.232527382830412,79.8,11.651609330903607,500.0,0.0,1.0,0.0
138,-105.2,26.72377218882095,-1235.2,156.32581360735023,91.4,18.380424369420854,500.0,0.0,1.0,0.0
139,-118.8,39.20918259795784,-1148.0,125.85706178041819,101.8,24.620316813558674,500.0,0.0,1.0,0.0
140,-121.4,40.18258329176958,-1240.0,62.32816377850386,106.8,28.18084455796171,500.0,0.0,1.0,0.0
141,-107.4,42.4245212112052,-1013.2,204.0298017447451,92.8,21.91255347968374,455.4,89.2,1.0,0.2
142,-113.4,30.584963625938812,-1216.8,59.72738065577629,100.4,27.266096163550806,500.0,0.0,1.0,0.0
143,-130.4,47.05996175094069,-1221.6,147.95891321579785,113.4,32.30232189796888,500.0,0.0,1.0,0.0
144,-125.0,35.1965907439911,-1208.8,161.8572210313769,108.8,26.041505332833584,500.0,0.0,1.0,0.0
145,-93.2,19.630588376307013,-1166.4,52.25169853698538,81.0,14.38054240979804,500.0,0.0,1.0,0.0
146,-116.0,44.46571713129116,-1215.2,175.35153264228973,95.8,20.98952119511067,500.0,0.0,1.0,0.0
147,-116.6,50.614622393138525,-1052.2,130.25881927915668,100.4,39.822606644969895,457.4,53.76095237251662,1.0,0.4
148,-120.4,29.74962184633613,-1174.4,8.97997772825746,103.4,20.04594722132132,500.0,0.0,1.0,0.0
149,-121.2,38.48324310657822,-1181.6,112.1028099558615,102.6,29.350298124550626,500.0,0.0,1.0,0.0
150,-77.8,20.730653631759903,-1154.4,47.50410508577127,71.2,14.675149062275315,500.0,0.0,1.0,0.0
151,-98.2,27.41824210265859,-1144.8,63.01237973604869,80.4,19.540726700918775,500.0,0.0,1.0,0.0
152,-130.8,22.085289221561034,-1147.6,53.13228773542506,113.8,18.967340351245873,488.2,23.599999999999998,1.0,0.2
153,-130.2,53.010942266667925,-1169.6,92.8689399099613,107.6,30.440762145517972,500.0,0.0,1.0,0.0
154,-94.6,18.810635289643994,-1219.2,46.88027303674756,81.6,15.653753543479596,500.0,0.0,1.0,0.0
155,-96.6,28.260219390514294,-1256.0,112.99557513460428,83.6,19.479219696897513,500.0,0.0,1.0,0.0
156,-141.2,54.11986696214247,-1146.4,88.27593103445582,117.8,38.37916101219514,500.0,0.0,1.0,0.0
157,-99.2,21.05611550120297,-1120.8,41.83013267968439,87.0,14.939879517586478,500.0,0.0,1.0,0.0
158,-82.8,26.460536653665965,-1089.4,148.0481002917633,78.6,22.64155471693585,474.0,52.0,1.0,0.2
159,-78.0,20.97617696340303,-1159.2,84.86789734640537,72.2,14.005713120009277,500.0,0.0,1.0,0.0
160,-104.6,41.773675921565726,-1212.8,69.98971352991809,90.0,29.671535181045147,500.0,0.0,1.0,0.0
161,-85.0,34.420923869065454,-1189.6,85.6635278283588,75.2,21.839413911549915,500.0,0.0,1.0,0.0
162,-136.0,53.51261533507776,-1118.0,156.7469297944939,114.2,40.85780219248216,485.0,30.0,1.0,0.2
163,-117.0,28.600699292150182,-1204.0,44.97110183217663,100.8,23.352944139872385,500.0,0.0,1.0,0.0
164,-98.2,27.830918058878332,-1099.4,195.1651608253891,85.2,15.803797012110728,483.2,33.6,1.0,0.2
165,-85.8,28.15244216759889,-1099.4,256.7672876361006,74.4,14.430523206037957,449.6,100.8,1.0,0.2
166,-86.0,31.035463586033316,-1100.6,35.81954773583832,78.6,26.42423130386199,494.0,12.0,1.0,0.2
167,-81.0,33.50820794969495,-1153.6,56.37588136783317,71.2,23.301502097504358,500.0,0.0,1.0,0.0
168,-119.0,42.29893615683496,-1191.2,140.13479225374405,99.6,28.52788109902311,500.0,0.0,1.0,0.0
169,-167.4,103.36459742097388,-1125.8,50.28081144929942,124.0,61.62142484558434,494.4,11.200000000000001,1.0,0.2
170,-83.6,14.880860190190619,-1041.6,17.083325203250098,76.2,12.749901960407382,500.0,0.0,1.0,0.0
171,-90.2,49.0811572805695,-1124.0,65.4828221749796,80.4,30.734996339677675,500.0,0.0,1.0,0.0
172,-91.8,22.03088740836374,-1205.6,35.290792000180446,88.4,16.49969696691427,500.0,0.0,1.0,0.0
173,-72.8,16.89260193102294,-1124.0,150.92249666633532,68.6,13.807244475274565,468.6,62.800000000000004,1.0,0.2
174,-99.0,50.703057107042376,-1137.0,112.95662884488011,89.2,35.470551165720565,484.8,30.400000000000002,1.0,0.2
175,-76.2,25.685793738952277,-1059.6,186.80642387241397,68.0,19.0473095212946,455.4,89.2,1.0,0.2
176,-155.6,84.19643697924515,-1179.2,82.10822126924927,125.8,61.52527935735034,500.0,0.0,1.0,0.0
177,-102.6,33.103474137920934,-1172.8,125.15334594009063,89.6,24.686838598735157,500.0,0.0,1.0,0.0
178,-116.2,34.27768953707353,-1215.2,33.21686318724271,103.2,31.858436873142413,500.0,0.0,1.0,0.0
179,-88.4,31.167932238119356,-1140.2,142.49828069138238,82.6,22.948638303829707,479.2,41.6,1.0,0.2
180,-91.0,60.32909745719722,-1175.2,200.08638134565783,81.2,44.079019952807485,478.2,43.599999999999994,1.0,0.2
181,-134.0,90.89114368297938,-1109.6,73.52169747768342,104.2,53.19924811498749,500.0,0.0,1.0,0.0
182,-69.2,18.605375567292374,-1204.0,91.94781128444548,65.0,15.937377450509228,500.0,0.0,1.0,0.0
183,-128.2,47.30073995192887,-1140.8,69.8982117081689,99.2,28.909514004908488,500.0,0.0,1.0,0.0
184,-90.2,60.10457553298251,-922.6,277.11918013735533,78.8,41.25724178856362,408.6,127.49839214672474,1.0,0.4
185,-76.8,21.664717861075413,-1089.8,155.96461137065677,74.2,23.094588110637524,464.0,72.0,1.0,0.2
186,-72.2,12.687001221722966,-1183.2,116.68487476961185,64.0,11.242775458044157,500.0,0.0,1.0,0.0
187,-79.2,15.236797563792727,-1128.8,47.89321455070645,75.0,16.75708805252273,500.0,0.0,1.0,0.0
188,-67.6,6.437390775772433,-1179.2,71.39299685543394,63.4,6.681317235396026,500.0,0.0,1.0,0.0
189,-87.4,37.876641878603756,-1122.6,241.58112509051696,82.4,27.030353308826726,455.8,78.323431998349,1.0,0.4
190,-77.4,15.409088227406578,-1180.0,67.9293750891321,69.2,6.64529909033446,500.0,0.0,1.0,0.0
191,-86.6,31.972488173428104,-1192.8,163.7246468922746,80.0,19.778776504121787,500.0,0.0,1.0,0.0
192,-98.8,44.110769660027465,-1095.2,33.12038647117512,85.0,31.761612049768505,500.0,0.0,1.0,0.0
193,-72.8,10.225458424931373,-1224.8,90.31146106668855,67.0,4.33589667773576,500.0,0.0,1.0,0.0
194,-67.0,20.513410247932935,-1199.2,62.24596372456611,65.2,17.27888885316414,500.0,0.0,1.0,0.0
195,-86.2,22.06717018559471,-1180.8,54.45879176037602,74.8,16.117071694324625,500.0,0.0,1.0,0.0
196,-113.4,41.04436623947311,-1164.0,92.91716741270152,98.8,29.123186638827836,500.0,0.0,1.0,0.0
197,-95.2,32.43701589234127,-1217.6,94.13522188851525,86.2,23.98666296090392,500.0,0.0,1.0,0.0
198,-85.4,20.655265672462313,-963.6,320.8648313542636,80.4,16.426807358704856,431.4,137.2,1.0,0.2
199,-76.4,11.80847153530041,-1206.4,101.55904686437344,69.0,16.334013591276335,500.0,0.0,1.0,0.0
200,-72.0,14.669696656713798,-1151.2,131.560480388299,67.8,8.4,500.0,0.0,1.0,0.0
201,-68.6,20.713280763799826,-1199.2,137.22740251130602,63.6,12.658593918757328,500.0,0.0,1.0,0.0
202,-94.0,37.501999946669514,-1132.0,85.60373823613078,83.4,21.959963570097287,500.0,0.0,1.0,0.0
203,-62.6,12.306096050332128,-1125.6,86.29623398503553,62.4,10.480458005259122,500.0,0.0,1.0,0.0
204,-85.4,20.509509989270832,-1203.8,167.33726423005726,80.4,21.04851538707659,490.0,20.0,1.0,0.2
205,-90.6,31.116555079250016,-1033.6,47.05146118878775,77.6,18.11739495622922,498.8,1.6,1.0,0.4
206,-69.0,13.638181696985855,-1096.0,47.53104248804143,70.4,12.563439019631527,500.0,0.0,1.0,0.0
207,-111.0,59.993332962921805,-1079.0,235.458701262026,88.4,39.71699887957296,470.6,45.7016411083891,1.0,0.4
208,-82.0,34.70446657132191,-1100.0,69.78825116020604,66.6,25.834860169933183,500.0,0.0,1.0,0.0
209,-67.2,30.334139183434893,-1149.0,229.26840166058645,64.6,19.50999743721152,476.0,48.0,1.0,0.2
210,-93.4,28.76525682138089,-1138.8,116.93143289979817,78.8,18.432579851990333,497.8,4.3999999999999995,1.0,0.2
211,-90.0,15.646085772486357,-1197.4,229.4686035169082,77.8,12.302845199383759,466.0,68.0,1.0,0.2
212,-139.0,92.74696760541555,-1112.8,67.09515630803762,106.8,64.14795398140146,500.0,0.0,1.0,0.0
213,-83.0,13.221195104830729,-1164.0,58.40547919502073,74.8,11.373653766490344,500.0,0.0,1.0,0.0
214,-76.6,19.365949499056327,-1178.4,67.72178379221859,73.2,15.157836257197134,500.0,0.0,1.0,0.0
215,-56.0,7.37563556583431,-1230.4,138.11531414003298,55.0,2.5298221281347035,500.0,0.0,1.0,0.0
216,-86.0,42.703629822299646,-1152.8,70.98844976473286,73.8,34.20760149440472,500.0,0.0,1.0,0.0
217,-98.2,18.410866356584094,-1132.0,17.158088471621774,85.2,20.468512403201164,500.0,0.0,1.0,0.0
218,-82.6,53.08709824430038,-1148.8,83.26920198969124,74.4,40.50481452864585,500.0,0.0,1.0,0.0
219,-58.0,29.33257574779276,-1116.0,95.56568421771489,55.4,16.206171663906314,498.2,3.6,1.0,0.2
220,-71.8,15.765785740013088,-1180.0,43.08131845707603,70.0,14.4083309234623,500.0,0.0,1.0,0.0
221,-126.6,73.78238272108051,-1170.4,71.04252247773864,107.2,53.33066659999667,500.0,0.0,1.0,0.0
222,-78.8,28.038544898050613,-1100.8,294.4679269462126,73.0,22.40535650240808,450.0,87.12978824718904,1.0,0.4
223,-67.4,30.13038333642637,-1136.0,44.47021475099935,64.0,21.945386758952324,500.0,0.0,1.0,0.0
224,-66.0,22.785960589801782,-1126.4,65.41437150963081,63.4,14.691494137765565,500.0,0.0,1.0,0.0
225,-75.6,45.00044444224968,-1147.2,79.33322128843629,61.8,24.358981916328112,500.0,0.0,1.0,0.0
226,-77.8,20.08382433701311,-1184.0,60.87363961518976,71.2,11.872657663724663,500.0,0.0,1.0,0.0
227,-77.6,12.467557900406959,-1108.0,31.292171544972714,73.4,18.0288657435791,500.0,0.0,1.0,0.0
228,-65.2,9.064215354899728,-1236.8,132.16716687589243,61.0,7.974960814950754,500.0,0.0,1.0,0.0
229,-95.4,40.58866836938605,-1188.0,72.13321010463905,82.4,26.280030441382674,500.0,0.0,1.0,0.0
230,-64.0,19.98999749874922,-1119.2,37.64252913925949,61.4,12.658593918757328,500.0,0.0,1.0,0.0
231,-87.6,29.227384419410505,-1125.6,58.820404622885754,75.4,17.88407112488653,500.0,0.0,1.0,0.0
232,-73.8,25.81782330096788,-1094.6,65.57926501570446,73.6,21.95996357009729,484.6,19.99599959991998,1.0,0.4
233,-81.2,24.268498099388022,-1108.8,92.44760678351821,70.6,13.200000000000001,500.0,0.0,1.0,0.0
234,-58.8,16.9162643630324,-1095.0,244.10653411983876,56.2,11.651609330903607,455.6,88.80000000000001,1.0,0.2
235,-85.6,39.33751390212655,-1208.0,161.55246825721977,75.0,26.43482551483932,500.0,0.0,1.0,0.0
236,-97.4,43.38017980598974,-1160.8,71.03351321735396,86.0,30.19271435296933,500.0,0.0,1.0,0.0
237,-66.6,18.757398540309367,-1038.4,190.83563608508766,66.4,14.63693957082559,438.6,79.0255654835826,1.0,0.6
238,-78.2,20.1037309970065,-1098.4,13.52922762023021,63.6,15.460918472070151,500.0,0.0,1.0,0.0
239,-51.6,14.472042012100435,-1084.8,34.999428566763775,52.2,14.09113196304683,500.0,0.0,1.0,0.0
240,-100.4,19.794948850653796,-1204.0,96.66436778875658,78.6,17.928747864811978,500.0,0.0,1.0,0.0
